file,Implementation Smell,commit,name,owner,status
FileSelectorJFrame.atual,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.atual,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.atual,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.atual,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.atual,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.atual,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.atual,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.atual,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.atual,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.atual,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.atual,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.atual,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.atual,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.atual,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.atual,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.atual,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.atual,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.atual,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.atual,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.atual,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.atual,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.atual,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.atual,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.atual,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.atual,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.atual,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.atual,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.atual,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
App.atual,Long Statement,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
FileSelectorJFrame.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
App.anterior,Long Statement,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
Star.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
Star.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
Star.anterior,Magic Number,3da9ad54699086441e5284ac25ba7985292388d1,java-design-patterns,iluwatar,MERGED
App.atual,Long Statement,031bbe9f096762ec4c6852bf63eff957e3ef5ac0,java-design-patterns,iluwatar,MERGED
App.atual,Missing default,031bbe9f096762ec4c6852bf63eff957e3ef5ac0,java-design-patterns,iluwatar,MERGED
App.anterior,Long Statement,031bbe9f096762ec4c6852bf63eff957e3ef5ac0,java-design-patterns,iluwatar,MERGED
App.anterior,Complex Conditional,031bbe9f096762ec4c6852bf63eff957e3ef5ac0,java-design-patterns,iluwatar,MERGED
App.anterior,Missing default,031bbe9f096762ec4c6852bf63eff957e3ef5ac0,java-design-patterns,iluwatar,MERGED
App.atual,Long Statement,13abf49024958f83f2138f4d77a4242d0db3049f,java-design-patterns,iluwatar,MERGED
App.atual,Long Statement,13abf49024958f83f2138f4d77a4242d0db3049f,java-design-patterns,iluwatar,MERGED
App.anterior,Long Statement,406d2e7081b4f73bed8d38a88ca929918febad27,java-design-patterns,iluwatar,MERGED
App.anterior,Long Statement,406d2e7081b4f73bed8d38a88ca929918febad27,java-design-patterns,iluwatar,MERGED
Queen.atual,Complex Conditional,187cccca99dfe79faad2276fd012580550bbb825,java-design-patterns,iluwatar,MERGED
Queen.atual,Complex Conditional,ee0f5f709ff7b581ccc6ecc9db18796443897661,java-design-patterns,iluwatar,MERGED
Queen.anterior,Complex Conditional,ee0f5f709ff7b581ccc6ecc9db18796443897661,java-design-patterns,iluwatar,MERGED
ServiceImpl.atual,Magic Number,1cb62f543b7b8d8c9205fc2b88980dac4b3ff311,java-design-patterns,iluwatar,MERGED
ServiceCache.atual,Long Statement,1cb62f543b7b8d8c9205fc2b88980dac4b3ff311,java-design-patterns,iluwatar,MERGED
Queen.atual,Complex Conditional,4b432a79d95c0c6b8f279cb4657f95e8227c877b,java-design-patterns,iluwatar,MERGED
Queen.anterior,Complex Conditional,4b432a79d95c0c6b8f279cb4657f95e8227c877b,java-design-patterns,iluwatar,MERGED
ServiceImpl.atual,Magic Number,14058082bbc4639a0a91c7f1f19bb4370d0635d3,java-design-patterns,iluwatar,MERGED
ServiceCache.atual,Long Statement,14058082bbc4639a0a91c7f1f19bb4370d0635d3,java-design-patterns,iluwatar,MERGED
ServiceCache.anterior,Long Statement,14058082bbc4639a0a91c7f1f19bb4370d0635d3,java-design-patterns,iluwatar,MERGED
ServiceImpl.anterior,Magic Number,14058082bbc4639a0a91c7f1f19bb4370d0635d3,java-design-patterns,iluwatar,MERGED
SqlBuilder.atual,Long Statement,594efcb3f672182aff6e43cbfc88e70adccb7de2,java-design-patterns,iluwatar,CLOSED
App.atual,Long Statement,594efcb3f672182aff6e43cbfc88e70adccb7de2,java-design-patterns,iluwatar,CLOSED
App.atual,Long Statement,594efcb3f672182aff6e43cbfc88e70adccb7de2,java-design-patterns,iluwatar,CLOSED
App.atual,Magic Number,594efcb3f672182aff6e43cbfc88e70adccb7de2,java-design-patterns,iluwatar,CLOSED
App.atual,Magic Number,594efcb3f672182aff6e43cbfc88e70adccb7de2,java-design-patterns,iluwatar,CLOSED
SqlBuilder.atual,Long Statement,bdd6f49757a5667114c2c2925237faa34c11255c,java-design-patterns,iluwatar,CLOSED
App.atual,Long Statement,bdd6f49757a5667114c2c2925237faa34c11255c,java-design-patterns,iluwatar,CLOSED
App.atual,Long Statement,bdd6f49757a5667114c2c2925237faa34c11255c,java-design-patterns,iluwatar,CLOSED
App.atual,Magic Number,bdd6f49757a5667114c2c2925237faa34c11255c,java-design-patterns,iluwatar,CLOSED
App.atual,Magic Number,bdd6f49757a5667114c2c2925237faa34c11255c,java-design-patterns,iluwatar,CLOSED
SqlBuilder.atual,Long Statement,e2a5f150f53525af91f8b5ca80763ae59121591c,java-design-patterns,iluwatar,CLOSED
App.atual,Long Statement,e2a5f150f53525af91f8b5ca80763ae59121591c,java-design-patterns,iluwatar,CLOSED
App.atual,Long Statement,e2a5f150f53525af91f8b5ca80763ae59121591c,java-design-patterns,iluwatar,CLOSED
App.atual,Magic Number,e2a5f150f53525af91f8b5ca80763ae59121591c,java-design-patterns,iluwatar,CLOSED
App.atual,Magic Number,e2a5f150f53525af91f8b5ca80763ae59121591c,java-design-patterns,iluwatar,CLOSED
SqlBuilder.atual,Long Statement,e7a9fb41e57261d2f6131ff939321550e36a8aae,java-design-patterns,iluwatar,CLOSED
App.atual,Long Statement,e7a9fb41e57261d2f6131ff939321550e36a8aae,java-design-patterns,iluwatar,CLOSED
App.atual,Long Statement,e7a9fb41e57261d2f6131ff939321550e36a8aae,java-design-patterns,iluwatar,CLOSED
App.atual,Magic Number,e7a9fb41e57261d2f6131ff939321550e36a8aae,java-design-patterns,iluwatar,CLOSED
App.atual,Magic Number,e7a9fb41e57261d2f6131ff939321550e36a8aae,java-design-patterns,iluwatar,CLOSED
App.atual,Magic Number,d57da2593bee83b5a4ec39d39c86613bb264c51d,java-design-patterns,iluwatar,MERGED
App.atual,Magic Number,d57da2593bee83b5a4ec39d39c86613bb264c51d,java-design-patterns,iluwatar,MERGED
App.atual,Magic Number,d57da2593bee83b5a4ec39d39c86613bb264c51d,java-design-patterns,iluwatar,MERGED
App.atual,Magic Number,d57da2593bee83b5a4ec39d39c86613bb264c51d,java-design-patterns,iluwatar,MERGED
App.atual,Magic Number,d57da2593bee83b5a4ec39d39c86613bb264c51d,java-design-patterns,iluwatar,MERGED
App.atual,Magic Number,d57da2593bee83b5a4ec39d39c86613bb264c51d,java-design-patterns,iluwatar,MERGED
App.atual,Magic Number,d57da2593bee83b5a4ec39d39c86613bb264c51d,java-design-patterns,iluwatar,MERGED
App.atual,Magic Number,d57da2593bee83b5a4ec39d39c86613bb264c51d,java-design-patterns,iluwatar,MERGED
App.atual,Magic Number,d57da2593bee83b5a4ec39d39c86613bb264c51d,java-design-patterns,iluwatar,MERGED
App.atual,Magic Number,d57da2593bee83b5a4ec39d39c86613bb264c51d,java-design-patterns,iluwatar,MERGED
App.atual,Magic Number,d57da2593bee83b5a4ec39d39c86613bb264c51d,java-design-patterns,iluwatar,MERGED
App.atual,Magic Number,d57da2593bee83b5a4ec39d39c86613bb264c51d,java-design-patterns,iluwatar,MERGED
